	Тип библиотеки	Электронный каталог	Изба-читальня	Дата открытия	Размер фонда	Уверенность в фонде
4111	универсальная	opac.nekrasovka.ru/vmk/		1953	31000	1
4112	универсальная	opac.nekrasovka.ru/vmk/		1956		
4113	универсальная	opac.nekrasovka.ru/vmk/		1965	37231	1
4114	универсальная	opac.nekrasovka.ru/vmk/		1973	25564	0
4115	универсальная	opac.nekrasovka.ru/vmk/		1938	30853	1
4116	универсальная	opac.nekrasovka.ru/vmk/			19567	1
4117	универсальная	opac.nekrasovka.ru/vmk/		2004	48000	1
4118	универсальная	opac.nekrasovka.ru/vmk/		1968		
4119	универсальная	opac.nekrasovka.ru/vmk/		1952	40000	0
4120	универсальная	opac.nekrasovka.ru/vmk/		1950		
4121	универсальная	opac.nekrasovka.ru/vmk/		1977	32900	1
4122	универсальная	opac.nekrasovka.ru/vmk/		1908		
4123	универсальная	opac.nekrasovka.ru/vmk/			58000	1
4124	универсальная	opac.nekrasovka.ru/vmk/		1968	46500	1
4125	универсальная	opac.nekrasovka.ru/vmk/				
4126	универсальная	opac.nekrasovka.ru/vmk/		22 марта 1936		
4127	универсальная	opac.nekrasovka.ru/vmk/		1979		
4128	универсальная	opac.nekrasovka.ru/vmk/		1972		
4129	универсальная	opac.nekrasovka.ru/vmk/			71000	1
4130	универсальная	opac.nekrasovka.ru/vmk/		1929	87000	1
4131	универсальная	opac.nekrasovka.ru/vmk/		1974	44000	1
4132	универсальная	opac.nekrasovka.ru/vmk/				
4133	универсальная	opac.nekrasovka.ru/vmk/		1965		
4134					14125	1
4135			0		43166	1
4136				5 сентябрь 1955	1760000	1
4137						
4138						
4139						
4140						
4141					12668	1
4142			0		10787	1
4143				1945	9878	1
4144					13590	1
4145			0	1938	9300	1
4146				1921		
4147				1908	27000	0
4148					12000	0
4149				1949	5491	1
4150			0			
4151					4436	1
4152					12488	1
4153					15023	1
4154					8802	1
4155					10052	1
4156				1953	9500	1
4157				1948	11979	1
4158				1953		
4159					4100	1
4160					5300	1
4161					4200	1
4162					4400	1
4163					6700	1
4164					4800	1
4165					6500	1
4166					3200	1
4167					6900	1
4168					8600	1
4169					7800	1
4170					7900	1
4171					25000	1
4172					44600	1
4173						
4174			0		10000	1
4175					12153	1
4176					35000	1
4177					7000	1
4178						
4179					40000	1
4180						
4181				1981	22000	1
4182				1972	19000	1
4183				1984	18000	1
4184				1964	62000	1
4185						
4186						
4187					11000	1
4188				1969		
4189				январе 1942	40000	1
4190					40000	1
4191				1936		
4192				1978	39000	1
4193					27000	1
4194					56000	1
4195				декабре 1985		
4196						
4197					75386	1
4198				ноябре 1988	17302	1
4199				1982	15358	1
4200				ноябре 1972	17190	1
4201				1947	29924	1
4202				1942	44788	1
4203				1969		
4204				1953		
4205				1953	18559	1
4206						
4207				1979	6000	1
4208			0		8000	1
4209				1946	8347	1
4210				1949	41298	1
4211					20000	1
4212					13000	1
4213						
4214				1983	28000	1
4215					28000	0
4216				1975	130000	0
4217				1950		
4218						
4219				январе 1987	6127	1
4220					4747	1
4221						
4222					10296	1
4223					9593	1
4224					9765	1
4225				1961	8800	1
4226					5455	1
4227				1940	7500	1
4228					9197	1
4229					8293	1
4230					27105000	1
4231					9265	1
4232					8630	1
4233						
4234				1980	11162	1
4235				1949	20603	1
4236				1969	23659	1
4237					20163	1
4238					33664	0
4239					9834	1
4240						
4241					28350	1
4242			0	1944		
4243						
4244						
4245						
4246						
4247						
4248						
4249						
4250						
4251						
4252						
4253						
4254						
4255						
4256						
4257						
4258						
4259						
4260						
4261						
4262						
4263						
4264						
4265						
4266				15 июля 1974	16945	1
4267						
4268				29 сентября 1955	26465	1
4269				1922		
4270				1930		
4271				1965		
4272				1964		
4273				1918		
4274				1930		
4275				1954		
4276				1930		
4277				1936		
4278				1924		
4279				1954		
4280						
4281				1952		
4282				1952		
4283			0		125000	1
4284				1948		
4285				1961		
4286				1919		
4287				1964	7000	1
4288			0			
4289				1980		
4290				1979		
4291						
4292			0		600	1
4293			0		100	1
4294			0	1945		
4295			0	1948		
4296				1955	6621	1
4297				1924	5745	1
4298			0	1938	7954	1
4299				1977	23225	1
4300				1971	17000	1
4301				1963		
4302				28 декабря 1984	2016	0
4303			0	1946	8405	1
4304				1930		
4305					18001	1
4306					4983	1
4307					5317	1
4308				1961	22000	1
4309				1945		
4310					10325	1
4311						
4312					5227	1
4313						
4314						
4315						
4316					16544	1
4317					15967	1
4318				1976	20024	1
4319			0		1557	1
4320				1983	5441	1
4321					8120	1
4322					3551	1
4323			0		13676	1
4324					160000	1
4325				1957	2903	1
4326			0	1936	180136	1
4327			0	1902	8697	1
4328			0		18000	1
4329						
4330				1936	23344	1
4331			0		5916	1
4332						
4333			0			
4334					13000	1
4335			0		1000	1
4336				1915		
4337					8740	1
4338					8300	1
4339				1952	50000	1
4340				15 октября 1957	16814	1
4341			0			
4342				1918	71000	1
4343					45414	1
4344			0	1936	12821	1
4345			0		24698	1
4346			0			
4347				1966	98078	1
4348						
4349				1956		
4350				1950	10925	1
4351				15 августа 1951	1123	1
4352					17971	1
4353					8706	1
4354					11329	1
4355				январе 1956	13000	1
4356			0		11000	1
4357				2008		
4358				1997		
4359				1970		
4360						
4361			0	1921		
4362			0		10000	1
4363				1978	5700	1
4364				2005	15030	1
4365				1982		
4366						
4367			1	1939		
4368						
4369				1930		
4370			0			
4371			0	1934		
4372			0	1925		
4373						
4374			0		3	0
4375					120000	1
4376						
4377					1214	0
4378						
4379					141000	1
4380				1 января 1948		
4381				1946	2000	1
4382				15 марта 2004	87900	1
4383				1949		
4384					13254	1
4385					182000	1
4386				1989	12990	1
4387				17 ноября 1937	43506	1
4388				25 мая 1944		
4389	универсальная	opac.nekrasovka.ru/vmk/				
4390	универсальная	opac.nekrasovka.ru/vmk/				
4391	универсальная	opac.nekrasovka.ru/vmk/			6000	1
4392	универсальная	opac.nekrasovka.ru/vmk/			12000	1
4393	универсальная	opac.nekrasovka.ru/vmk/			11000	1
4394					5500000	0
4395					31609	1
4396				1971	6110	1
4397					8551	1
4398					4257	1
4399				1950	12316	1
4400				1960	20969	1
4401					20568	1
4402						
4403			0	1925	7000	1
4404						
4405			0	1953	16000	1
4406					13992	1
4407				2013		
4408				1980	24534	1
4409						
4410				1955		
4411				1957		
4412				1903		
4413				1975		
4414				1961		
4415				1954	43000	1
4416				1953		
4417				1970		
4418				1947		
4419				1980	2200	1
4420			0	1957	7748	1
4421						
4422			0		6087	1
4423			0		9880	1
4424						
4425				1934	12897	1
4426				1946	17894	1
4427				1954	7000	1
4428				1978	23945	1
4429					15000	1
4430					17438	1
4431				1949	8214	1
4432					80000	1
4433					32103	1
4434				1938	9400	1
4435					6861	1
4436						
4437					85000	1
4438			1		50000	1
4439					10362	1
4440				29 августа 1974	15900	1
4441						
4442					14521	1
4443				1954	21800	1
4444					3670	1
4445			0			
4446				1948	16445	1
4447				15 апреля 1952		
4448				1971	15491	1
4449						
4450					25940	1
4451				1 июля 1951		
4452				1954		
4453				1968		
4454				1 августа 1955	48000	1
4455						
4456					66000	1
4457				1961	81496	1
4458					4500	1
4459					25300	1
4460					20000	1
4461						
4462				октябре 1955		
4463				1959	6017	1
4464			0		14984	1
4465				1904		
4466				1950	387	1
4467					8233	1
4468			0	1930	11600	1
4469				6 августа 1946	44349	1
4470				1977	37500	1
4471						
4472						
4473					11000	1
4474				1961	17000	1
4475			0		1300	1
4476						
4477				1956	11587	1
4478						
4479						
4480						
4481						
4482				16 октябрь 1962	112811	0
4483					4847	1
4484				15 декабря 1954	17365	1
4485					35000	1
4486				1980	15131	1
4487						
4488				1973	12700	1
4489					75510	1
4490				1926	50000	1
4491				1932	75000	1
4492					34000	1
4493					66500	1
4494				сентябре 2007	18088	1
4495						
4496					89000	1
4497					18000	1
4498				23 мая 1923	67000	1
4499				2013		
4500						
4501					4195	1
4502					15000	1
4503						
4504						
4505						
4506						
4507				1928	18856	1
4508					9300	1
4509					15000	1
4510						
4511				мае 1994	40000	1
4512				1920	47000	1
4513						
4514						
4515						
4516				1947	10451	1
4517						
4518					12000	1
4519						
4520				1 июля 1955	7000	1
4521					15000	1
4522						
4523						
4524						
4525						
4526			0		108756	1
4527			1	1923		
4528						
4529				1995	13896	0
4530				1977	22306	0
4531				1962	32099	0
4532				1956	18811	1
4533				1956		
4534						
4535				1932	303309	1
4536				1950	7885	1
4537				1924	21318	1
4538				1934		
4539				17 декабря 2014	13000	1
4540			0	26 мая 1900		
4541				23 марта 1998	10000	1
4542				1 августа 1954	3540	1
4543				1951	7814	1
4544					5563	1
4545				декабре 2013		
4546				1950		
4547				23 августа 2003	1000	1
4548				22 мая 1954	26778	1
4549				1924	15261	0
4550				1960		
4551				1931	30000	1
4552				1919	213014	1
4553						
4554				1935		
4555					8000	1
4556				1968		
4557			0	1943	7243	1
4558					9500	1
4559				1948	53655	1
4560				1948	9058	1
4561					8330	1
4562					5226	1
4563					7644	1
4564					10734	1
4565						
4566					348562	1
4567				7 сентября 1954	9500	1
4568						
4569					12435	1
4570					13576	1
4571					11406	1
4572				26 июня 1952	6000	1
4573				26 августа 1953	9288	1
4574				1920	12000	1
4575				1957	44012	1
4576				2006	11500	1
4577				1975	32000	1
4578				1975	16000	1
4579				апреле 1969		
4580				1956	2300	1
4581				1919		
4582				18 апреля 1918	800	1
4583				1955	10989	1
4584					7000	1
4585				15 января 1954	32459	0
4586				феврале 1914	9905000	0
4587						
4588			1	1900	20515	1
4589					11000	1
4590			0		11851	1
4591				14 июня 1923	9688	1
4592				1917		
4593			0	1947	8285	1
4594				1976	40000	1
4595	универсальная	opac.nekrasovka.ru/vmk/		1933	20000	1
4596	универсальная	opac.nekrasovka.ru/vmk/		1965	18000000	1
4597					17361	0
4598			0			
4599			0	2004	20202	1
4600				1953		
4601						
4602				1954		
4603					10700	1
4604				1934	11799	1
4605					11000	1
4606			0	1930		
4607			0	1919	20449	1
4608				1952	16687	1
4609						
4610			0	1966	14677	1
4611					22000	1
4612					29118	1
4613					36429	1
4614					18395	1
4615					24000	1
4616						
4617					22709	1
4618					15000000	1
4619			0		16701	1
4620				1965	13000	1
4621				1949		
4622				1974	5510	1
4623				1908	214650	0
4624				1 октября 1976		
4625				1990	9000	1
4626					2761	1
4627					6000	1
4628						
4629					12551	1
4630				ноябре 1967		
4631					15000	1
4632				1974		
4633					6000	1
4634				1951		
4635			0		10356	1
4636					23199	1
4637					73000	1
4638						
4639					20051	1
4640				феврале 1919	12234	1
4641					125763	1
4642				1976	141837	1
4643						
4644				1970		
4645				2012		
4646					34319	1
4647				феврале 1970	10010	1
4648				1927	29330	1
4649						
4650						
4651						
4652				1975	537000	1
4653					10000	1
4654						
4655				1 июня 1966	30000	1
4656					40000	1
4657					43539	1
4658					45331	1
4659						
4660						
4661						
4662				1 январь 1923	80000	1
4663			0			
4664						
4665				декабре 1918	30600	1
4666				1925	17155	1
4667				1974		
4668				1920	80000	1
4669					50000	0
4670				1943	51903	1
4671					6500	1
4672				28 декабря 1900	28947	1
4673			0	5 июля 1924		
4674					73000	1
4675				1932	40000	1
4676				марте 1918		
4677			0			
4678					5000	1
4679				1970	10724	1
4680						
4681			0		15076	0
4682				1986		
4683					8000	1
4684				1935		
4685					9631	1
4686				1971	17589	1
4687				1958	17042	0
4688					10099	1
4689				1991	17581	0
4690				1981	16709	1
4691				1978		
4692				1958	17855	1
4693					4762	1
4694				1929		
4695						
4696						
4697						
4698						
4699						
4700						
4701						
4702					6286	1
4703					6332	1
4704				1950		
4705					5768	1
4706					6885	1
4707					13000	1
4708				1968		
4709				1912	15683	1
4710						
4711					17704	1
4712				1949	40700	1
4713						
4714				2008	40000	1
4715				1960		
4716				2014	3048	1
4717				1946	344733	0
4718	универсальная	opac.nekrasovka.ru/vmk/		1969	63547	1
4719						
4720				16 сентября 1965	89760	1
4721					10281	1
4722						
4723						
4724					14163	1
4725						
4726						
4727					57188	1
4728						
4729						
4730					160000	1
4731			1	25 января 1925	26000	1
4732				мае 1950		
4733					90000	1
4734						
4735			0		42555	1
4736			0	1989		
4737				1 сентябрь 1983	46207	1
4738			0	1905		
4739						
4740				марте 1936	4000	1
4741					34680	1
4742					31859	1
4743						
4744						
4745						
4746					1000000	0
4747				1937		
4748				1970		
4749				1960	200000	1
4750						
4751	универсальная	opac.nekrasovka.ru/vmk/				
4752	универсальная	opac.nekrasovka.ru/vmk/		1967	59590	1
4753	универсальная	opac.nekrasovka.ru/vmk/			33554	1
4754	универсальная	opac.nekrasovka.ru/vmk/				
4755						
4756				1954	23000	1
4757					120000	1
4758				1974	35000	1
4759						
4760						
4761					7699	1
4762				августе 1952		
4763				15 сентября 1949		
4764	универсальная	opac.nekrasovka.ru/vmk/		1972	14214	1
4765	универсальная	opac.nekrasovka.ru/vmk/				
4766	универсальная	opac.nekrasovka.ru/vmk/		15 декабря 1948	934	1
4767				15 марта 1908	14055	1
4768				1956	13103	1
4769				1978	26537	0
4770			0		650	1
4771				1950	9000	1
4772						
4773						
4774						
4775						
4776				1937		
4777				1 января 1953		
4778						
4779			0			
4780						
4781						
4782				1951	11000	1
4783					43000	1
4784					120000	1
4785			0		8342	0
4786				1928	9500	1
4787						
4788			0		7000	1
4789					86131	1
4790			0		9929	1
4791						
4792					11000	1
4793				1950		
4794				1998		
4795				1952		
4796				1961		
4797				1984		
4798				1960		
4799				1949		
4800				1953	3507	1
4801				1956	15800	0
4802				1954	3010	1
4803				1985	2106	1
4804	универсальная	opac.nekrasovka.ru/vmk/		ноябре 1918	120000	1
4805					10170	1
4806					8752	1
4807					21954	1
4808				1961	7160	1
4809						
4810				1954		
4811					9898	1
4812			0	1 сентября 1948	8253	1
4813				1968		
4814				1 сентября 1961	9145	1
4815				сентябрь 1956		
4816					71413	1
4817						
4818					47000	1
4819						
4820				1930	125000	1
4821				1931	5000	1
4822					16000	1
4823					23000	1
4824					15000	1
4825				1934	8000	1
4826			0	1923	5869	1
4827					8340	1
4828				1970	7970	1
4829					12131	1
4830				1970	10597	1
4831				1931	7500	1
4832					16357	1
4833				1963	9851	1
4834						
4835					67065	1
4836				1950		
4837					9300	1
4838	универсальная	opac.nekrasovka.ru/vmk/	0		15000	1
4839	универсальная	opac.nekrasovka.ru/vmk/		1942	8000	1
4840	универсальная	opac.nekrasovka.ru/vmk/		1978	13245	1
4841	универсальная	opac.nekrasovka.ru/vmk/			20000	1
4842			0		62552	1
4843				1945		
4844				1971	22009	1
4845						
4846					12511	1
